candidate_id,rule_mode,instance,profile,atlas_capacity,initial_seed,atlas_iteration,parent_domain_id,fiber_label,fiber_state_count,chart_basis,temporal_window_size,temporal_block_mode,apply_basis_to_atlas_signature,n_charts,n_transport_edges,base_chart,base_chart_type,base_chart_label_desc,base_chart_support_desc,base_chart_n_support,base_chart_n_labels,loops_enumerated,valid_loop_count,nontrivial_loop_count,c2_loop_count,loop_label_support,loop_label_support_size,distinct_loop_maps,distinct_loop_map_summary,isotropy_family,generated_group_order,nonabelian,exact_s3,abelian,truncated,element_order_counts,max_orbit_size,orbit_count,element_order_counts_json
random_full_permutation|inst=28|full_atlas|cap=32|seed=3221741,random_full_permutation,28,full_atlas,32,3221741,8,75,7,17,rich,2,sliding,False,48,246,17,local_capacity_coord_block,"x[3,4]",x[2]=0,13,4,5000,499,6,6,0 2,2,1,order2:0->2 2->0 via 6 loop(s),C2_basepoint_isotropy,2,False,False,True,False,"{'1': 1, '2': 1}",2,1,"{""1"": 1, ""2"": 1}"
random_full_permutation|inst=28|full_atlas|cap=32|seed=3221741,random_full_permutation,28,full_atlas,32,3221741,8,75,7,17,rich,2,sliding,False,48,246,25,local_capacity_next_block,"T(x)[1,2]",x[1]=1,8,3,5000,700,6,6,0 1,2,1,order2:0->1 1->0 via 6 loop(s),C2_basepoint_isotropy,2,False,False,True,False,"{'1': 1, '2': 1}",2,1,"{""1"": 1, ""2"": 1}"
